date,famille_transport,ligne,incidents
2019-10-28,transilien,C,
2019-10-28,transilien,D,['Présence de personnes dans les voies à Créteil Pompadour']
2019-10-28,transilien,E,
2019-10-28,transilien,H,['Jets de pierre avec vitres brisées au passage des trains à Epinay Villetaneuse']
2019-10-28,transilien,J,
2019-10-28,transilien,K,"[""Panne d'un train en gare de Paris Nord Surface""]"
2019-10-28,transilien,L,
2019-10-28,transilien,N,
2019-10-28,transilien,P,['Heurt avec un sanglier dans le secteur de Gretz']
2019-10-28,transilien,R,['Présence de personnes dans les voies à Créteil Pompadour']
2019-10-28,transilien,U,
2019-10-28,transilien,T4,"[""Travaux jusqu'au lundi 3 novembre.""]"
2019-10-28,transilien,T11,"[""Panne d'un Tram à Dugny""]"
2019-10-28,ter,Grand Est,
2019-10-28,ter,Nouvelle-Aquitaine,
2019-10-28,ter,Auvergne-Rhône-Alpes,['Panne sur un aiguillage à Lyon Part-Dieu (45 TER impactés)']
2019-10-28,ter,Bourgogne-Franche-Comté,['Accident de personne à Montereau (13 trains impactés)']
2019-10-28,ter,Bretagne,
2019-10-28,ter,Centre-Val de Loire,
2019-10-28,ter,Occitanie,
2019-10-28,ter,Hauts-de-France,"['Panne de signalisation à Nesle (12 trains impactés)', 'Panne matériel sur un train à Orry la Ville (12 trains impactés)']"
2019-10-28,ter,Normandie,['Panne matériel sur un train à La Molay-Littry (12 trains impactés)']
2019-10-28,ter,Pays de la Loire,
2019-10-28,ter,Provence-Alpes-Côte d'Azur,
2019-10-28,tgv,nord,
2019-10-28,tgv,est,
2019-10-28,tgv,atlantique,['Mouvement social aux atelier de Chatillon']
2019-10-28,tgv,sudest,
2019-10-28,tgv,ouigo,
2019-10-28,tgv,europe,
2019-10-28,intercites,Paris-Limoges-Toulouse,
2019-10-28,intercites,Paris-Clermont,['Passage à niveau en dérangement entre Vichy et St Germain Les Fossés']
2019-10-28,intercites,Bordeaux-Marseille,
2019-10-28,intercites,Nantes-Bordeaux,
2019-10-28,intercites,Nantes-Lyon,"['Accident routier sur un passage à niveau à Nérondes', 'Accident routier sur un passage à niveau à Nérondes']"
2019-10-28,intercites,Toulouse-Bayonne,
2019-10-28,intercites,Clermont-Béziers,
2019-10-28,intercites,Paris-Caen-Cherbourg Trouville/Deauville,
2019-10-28,intercites,Paris-Rouen-Le Havre,
2019-10-28,intercites,Paris-Granville,
2019-10-28,intercites,Caen-Le Mans-Tours,['Passage à niveau en dérangement entre Vivion et La Hutte']
2019-10-28,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,['Accident routier sur un passage à niveau entre Pamiers et Saverdun']
2019-10-28,intercites,Paris-Briançon,['Panne de signalisation à Blaisy-Bas']
2019-10-29,transilien,A,
2019-10-29,transilien,B,"[""Malaise d'un voyageur dans un train à Aubervilliers-La Courneuve avec descente de clients dans les voies"", ""Dérangement d'un aiguillage à la Plaine-Stade de France"", 'Bagage oublié suspect à Aéroport-CDG 2', ""Malaise d'un voyageur dans un train à Cité-Universitaire (RATP)"", ""Malaise d'un voyageur dans un train à Saint-Lichel-ND (RATP)""]"
2019-10-29,transilien,C,
2019-10-29,transilien,D,"['Dérangement de la signalisation à Créteil-Pompadour', ""Malaise d'un voyageur dans un train à Créteil-Pompadour""]"
2019-10-29,transilien,E,
2019-10-29,transilien,H,
2019-10-29,transilien,J,['Choc anormal ressenti (cause externe) sur un train à Argenteuil']
2019-10-29,transilien,K,"[""Conséquences du malaise d'un voyageur sur le RER B à Aubervilliers et d'une avarie d'une rame sur le RER B""]"
2019-10-29,transilien,L,
2019-10-29,transilien,N,"[""Heurt d'un faisan par un train à La Verrière""]"
2019-10-29,transilien,P,"['Individu allongé dans les voies entre Changis-St-Jean et Château-Thierry', ""Conséquences d'un incident sur un TGV à Reims""]"
2019-10-29,transilien,R,
2019-10-29,transilien,U,"[""Heurt d'un faisan par un train à La Verrière""]"
2019-10-29,transilien,T4,"[""Travaux jusqu'au lundi 3 novembre.""]"
2019-10-29,transilien,T11,
2019-10-29,ter,Grand Est,
2019-10-29,ter,Nouvelle-Aquitaine,
2019-10-29,ter,Auvergne-Rhône-Alpes,
2019-10-29,ter,Bourgogne-Franche-Comté,
2019-10-29,ter,Bretagne,
2019-10-29,ter,Centre-Val de Loire,
2019-10-29,ter,Occitanie,
2019-10-29,ter,Hauts-de-France,
2019-10-29,ter,Normandie,['Rail fissuré en gare de Vignats (8 trains impactés)']
2019-10-29,ter,Pays de la Loire,
2019-10-29,ter,Provence-Alpes-Côte d'Azur,
2019-10-29,tgv,nord,
2019-10-29,tgv,est,
2019-10-29,tgv,atlantique,
2019-10-29,tgv,sudest,
2019-10-29,tgv,ouigo,
2019-10-29,tgv,europe,
2019-10-29,intercites,Paris-Limoges-Toulouse,
2019-10-29,intercites,Paris-Clermont,
2019-10-29,intercites,Bordeaux-Marseille,
2019-10-29,intercites,Nantes-Bordeaux,"['Panne matérielle à Bordeaux', ""Panne d'un passage à niveau entre Pons et Beillant""]"
2019-10-29,intercites,Nantes-Lyon,
2019-10-29,intercites,Toulouse-Bayonne,
2019-10-29,intercites,Clermont-Béziers,
2019-10-29,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Mises à quai tardives à Paris-St-Lazare', 'Un bagage abandonné avec intervention des démineurs  à Paris-St-Lazare', ""Attente d'un conducteur à Paris-St-Lazare""]"
2019-10-29,intercites,Paris-Rouen-Le Havre,
2019-10-29,intercites,Paris-Granville,
2019-10-29,intercites,Caen-Le Mans-Tours,"[""Panne d'un passage à niveau entre Vivoin-Beaumont et La Hutte-Coulombiers""]"
2019-10-29,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,"['Intervention de la Police pour 2 voyageurs sans billet', 'Déclenchement des filets anti chute de rochers à Capdenac']"
2019-10-29,intercites,Paris-Briançon,['Vitesses limitées en raison de conditions météo rendant le rail glissant entre Gap et Chorges']
2019-10-30,transilien,A,
2019-10-30,transilien,B,"['Rail cassé en Gare du Nord souterraine', 'Odeur de gaz suspecte sur un wagon dans le triage du Bourget']"
2019-10-30,transilien,C,"[""Signal d'alarme sur un train Intercités entre Paris-Austerlitz et Choisy-le-Roi""]"
2019-10-30,transilien,D,"['Rail cassé en Gare du Nord souterraine', 'Odeur de gaz suspecte sur un wagon dans le triage du Bourget']"
2019-10-30,transilien,E,
2019-10-30,transilien,H,
2019-10-30,transilien,J,
2019-10-30,transilien,K,['Odeur de gaz suspecte sur un wagon dans le triage du Bourget']
2019-10-30,transilien,L,
2019-10-30,transilien,N,
2019-10-30,transilien,P,
2019-10-30,transilien,R,"[""Heurt d'un sanglier par un train Intercités entre Souppes et Nemours"", 'Bagage suspect en gare de Paris-Bercy']"
2019-10-30,transilien,U,
2019-10-30,transilien,T4,"[""Travaux jusqu'au lundi 3 novembre.""]"
2019-10-30,transilien,T11,
2019-10-30,ter,Grand Est,
2019-10-30,ter,Nouvelle-Aquitaine,
2019-10-30,ter,Auvergne-Rhône-Alpes,
2019-10-30,ter,Bourgogne-Franche-Comté,['Dérangement sur un passage à niveau à Etang (8 trains impactés)']
2019-10-30,ter,Bretagne,
2019-10-30,ter,Centre-Val de Loire,
2019-10-30,ter,Occitanie,
2019-10-30,ter,Hauts-de-France,"['Restitution de travaux à Survilliers-Fosse avec limitation de vitesse durant la journée (70 trains impactés)', 'Odeur de gaz suspecte sur un wagon dans le triage du Bourget (13 TER impactés)']"
2019-10-30,ter,Normandie,['Rail cassé à Vignats (8 trains impactés)']
2019-10-30,ter,Pays de la Loire,
2019-10-30,ter,Provence-Alpes-Côte d'Azur,
2019-10-30,tgv,nord,
2019-10-30,tgv,est,
2019-10-30,tgv,atlantique,"['Accident de personne entre Connéré et le Mans (3 TGV retardés)', 'Mouvement social au Centre de Maintenance de Chatillon']"
2019-10-30,tgv,sudest,
2019-10-30,tgv,ouigo,
2019-10-30,tgv,europe,
2019-10-30,intercites,Paris-Limoges-Toulouse,
2019-10-30,intercites,Paris-Clermont,
2019-10-30,intercites,Bordeaux-Marseille,['Plan de transport dégradé consécutivement aux intempéries sur Languedoc-Roussillon']
2019-10-30,intercites,Nantes-Bordeaux,"[""Panne d'aiguillage à Rochefort""]"
2019-10-30,intercites,Nantes-Lyon,
2019-10-30,intercites,Toulouse-Bayonne,
2019-10-30,intercites,Clermont-Béziers,
2019-10-30,intercites,Paris-Caen-Cherbourg Trouville/Deauville,
2019-10-30,intercites,Paris-Rouen-Le Havre,
2019-10-30,intercites,Paris-Granville,
2019-10-30,intercites,Caen-Le Mans-Tours,['Attentes correspondances à Caen']
2019-10-30,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,['Vitesses limitées en raison de conditions météo rendant le rail glissant entre Capdenac et Rodez']
2019-10-30,intercites,Paris-Briançon,"[""Panne de locomotive à Gap: nécessité d'acheminer une autre locomotive depuis Valence Ville""]"
2019-10-31,transilien,A,
2019-10-31,transilien,B,"[""Malaise d'un voyageur à Gare du Nord""]"
2019-10-31,transilien,C,
2019-10-31,transilien,D,"[""Malaise d'un voyageur à Gare du Nord"", ""Panne d'une rame TER entre Villeneuve-St-Georges et Montgeron""]"
2019-10-31,transilien,E,
2019-10-31,transilien,H,
2019-10-31,transilien,J,
2019-10-31,transilien,K,
2019-10-31,transilien,L,
2019-10-31,transilien,N,
2019-10-31,transilien,P,
2019-10-31,transilien,R,"[""Panne d'une rame TER entre Villeneuve-St-Georges et Montgeron"", 'Difficulté de préparation des rames et mises à quai tardives à Paris Gare de Lyon']"
2019-10-31,transilien,U,
2019-10-31,transilien,T4,"[""Fermeture pour travaux jusqu'au lundi 3 novembre""]"
2019-10-31,transilien,T11,
2019-10-31,ter,Grand Est,
2019-10-31,ter,Nouvelle-Aquitaine,
2019-10-31,ter,Auvergne-Rhône-Alpes,
2019-10-31,ter,Bourgogne-Franche-Comté,"[""heurt d'un sanglier par un train à Meursault (9 trains impactés) ainsi qu'à Fontaines Mercurey (4 trains impactés)""]"
2019-10-31,ter,Bretagne,
2019-10-31,ter,Centre-Val de Loire,"[""incident caténaire en gare d'Orléans (24 trains impactés)"", ""heurt d'un sanglier par un train à Guillerval (21 trains impactés)""]"
2019-10-31,ter,Occitanie,"['panne de signalisation à Cazères (9 trains impactés)', 'avarie d’un passage à niveau à Manduel (10 trains impactés)']"
2019-10-31,ter,Hauts-de-France,
2019-10-31,ter,Normandie,['Rail fissuré à Vignats (8 trains impactés)']
2019-10-31,ter,Pays de la Loire,
2019-10-31,ter,Provence-Alpes-Côte d'Azur,"[""détection d'une fuite sur un wagons de matières dangereuses à Miramas (9 trains impactés)""]"
2019-10-31,tgv,nord,
2019-10-31,tgv,est,
2019-10-31,tgv,atlantique,
2019-10-31,tgv,sudest,
2019-10-31,tgv,ouigo,
2019-10-31,tgv,europe,
2019-10-31,intercites,Paris-Limoges-Toulouse,['Répercussions du heurt d’un sanglier par un train TER à Guillerval']
2019-10-31,intercites,Paris-Clermont,
2019-10-31,intercites,Bordeaux-Marseille,
2019-10-31,intercites,Nantes-Bordeaux,
2019-10-31,intercites,Nantes-Lyon,"['Panne de train à St Germain des Fossés', 'Attente pour permettre une correspondance à St Pierre des Corps']"
2019-10-31,intercites,Toulouse-Bayonne,['passage à niveau forcé et endommagé par un automobiliste entre Lourdes et Coarraze Nay']
2019-10-31,intercites,Clermont-Béziers,
2019-10-31,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Procédure bagage suspect en gare de Paris St Lazare', 'Panne sur une locomotive à Lisieux']"
2019-10-31,intercites,Paris-Rouen-Le Havre,
2019-10-31,intercites,Paris-Granville,"['Procédure bagage suspect en gare de Paris Vaugirard', 'Difficultés dans la gestion des circulations en Ile-de-France']"
2019-10-31,intercites,Caen-Le Mans-Tours,['Panne de signalisation entre Le Mans et Alençon']
2019-10-31,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,"[""Difficultés dans la gestion des circulations à l'entrée de Toulouse"", ""Erreur de commande sur l'heure de prise de service d'un conducteur à Toulouse""]"
2019-10-31,intercites,Paris-Briançon,
2019-11-01,transilien,A,['Pas de circulation sur les branches Cergy et Poissy (travaux)']
2019-11-01,transilien,B,"[""Coupure d'alimentation électrique après une avarie sur un train de marchandises au triage du Bourget""]"
2019-11-01,transilien,C,['Branches dans les caténaires à Etrechy']
2019-11-01,transilien,D,
2019-11-01,transilien,E,
2019-11-01,transilien,H,
2019-11-01,transilien,J,
2019-11-01,transilien,K,"[""Coupure d'alimentation électrique après une avarie sur un train de marchandises au triage du Bourget""]"
2019-11-01,transilien,L,
2019-11-01,transilien,N,
2019-11-01,transilien,P,
2019-11-01,transilien,R,
2019-11-01,transilien,U,
2019-11-01,transilien,T4,"[""Fermeture pour travaux jusqu'au lundi 3 novembre""]"
2019-11-01,transilien,T11,"[""Coupure d'alimentation électrique après une avarie sur un train de marchandises au triage du Bourget""]"
2019-11-01,ter,Grand Est,
2019-11-01,ter,Nouvelle-Aquitaine,
2019-11-01,ter,Auvergne-Rhône-Alpes,
2019-11-01,ter,Bourgogne-Franche-Comté,
2019-11-01,ter,Bretagne,['panne de signalisation à Hennebont (10 trains impactés)']
2019-11-01,ter,Centre-Val de Loire,['branches dans les caténaires à Marolles en Hurepoix (12 TER impactés)']
2019-11-01,ter,Occitanie,
2019-11-01,ter,Hauts-de-France,
2019-11-01,ter,Normandie,['vitesses limitées en raison d’une adhérence dégradée à Breval (3 TER impactés)']
2019-11-01,ter,Pays de la Loire,
2019-11-01,ter,Provence-Alpes-Côte d'Azur,
2019-11-01,tgv,nord,
2019-11-01,tgv,est,
2019-11-01,tgv,atlantique,
2019-11-01,tgv,sudest,
2019-11-01,tgv,ouigo,
2019-11-01,tgv,europe,
2019-11-01,intercites,Paris-Limoges-Toulouse,"['Branches dans les catenaires à Marolles-en-Hurepoix', 'Vitesse limitée consécutivement à des travaux sur les voies entre St Sulpice-Laurière et Ambazac']"
2019-11-01,intercites,Paris-Clermont,
2019-11-01,intercites,Bordeaux-Marseille,
2019-11-01,intercites,Nantes-Bordeaux,
2019-11-01,intercites,Nantes-Lyon,
2019-11-01,intercites,Toulouse-Bayonne,
2019-11-01,intercites,Clermont-Béziers,
2019-11-01,intercites,Paris-Caen-Cherbourg Trouville/Deauville,
2019-11-01,intercites,Paris-Rouen-Le Havre,
2019-11-01,intercites,Paris-Granville,
2019-11-01,intercites,Caen-Le Mans-Tours,['Panne de train entre Alençon et Surdon']
2019-11-01,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-01,intercites,Paris-Briançon,['Difficultés dans la gestion des circulations sur la voie unique']
2019-11-02,transilien,A,['Pas de circulation sur les branches Cergy et Poissy (travaux)']
2019-11-02,transilien,B,
2019-11-02,transilien,C,
2019-11-02,transilien,D,
2019-11-02,transilien,E,
2019-11-02,transilien,H,
2019-11-02,transilien,J,
2019-11-02,transilien,K,
2019-11-02,transilien,L,
2019-11-02,transilien,N,
2019-11-02,transilien,P,
2019-11-02,transilien,R,"['Ralentissements pour travaux prévus entre Lieusaint et Melun', ""Mise à quai tardive d'un train à Gare de Lyon (échange de rame)""]"
2019-11-02,transilien,U,
2019-11-02,transilien,T4,"[""Fermeture pour travaux jusqu'au lundi 3 novembre""]"
2019-11-02,transilien,T11,"[""Incident d'exploitation. Suppression de courses""]"
2019-11-02,ter,Grand Est,
2019-11-02,ter,Nouvelle-Aquitaine,"[""heurt d'un arbre tombé sur la voie à Niversac (4 trains impactes)"", 'panne de signalisation aux Eyzies (4 trains impactes)']"
2019-11-02,ter,Auvergne-Rhône-Alpes,
2019-11-02,ter,Bourgogne-Franche-Comté,"['adhérence dégradée à Hericourt (4 trains impactes)', 'panne de signalisation à La Charité (4 trains impactes)']"
2019-11-02,ter,Bretagne,['adhérence dégradée à Dole de Bretagne (3 trains impactes) et à St Jacques de la Lande (3 trains impactes)']
2019-11-02,ter,Centre-Val de Loire,['incident caténaire à La Loupe (11 trains impactes)']
2019-11-02,ter,Occitanie,
2019-11-02,ter,Hauts-de-France,
2019-11-02,ter,Normandie,
2019-11-02,ter,Pays de la Loire,
2019-11-02,ter,Provence-Alpes-Côte d'Azur,
2019-11-02,tgv,nord,
2019-11-02,tgv,est,
2019-11-02,tgv,atlantique,
2019-11-02,tgv,sudest,
2019-11-02,tgv,ouigo,
2019-11-02,tgv,europe,
2019-11-02,intercites,Paris-Limoges-Toulouse,
2019-11-02,intercites,Paris-Clermont,
2019-11-02,intercites,Bordeaux-Marseille,"['Affluence voyageurs dans les gares consécutivement au plan de transport perturbé en raison des intempéries prévues', 'Intervention Police à Montauban pour des voyageurs sans titre de transport']"
2019-11-02,intercites,Nantes-Bordeaux,
2019-11-02,intercites,Nantes-Lyon,
2019-11-02,intercites,Toulouse-Bayonne,
2019-11-02,intercites,Clermont-Béziers,
2019-11-02,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Panne de trains à Caen et à Cherbourg', 'fortes affluences voyageurs dans les trains']"
2019-11-02,intercites,Paris-Rouen-Le Havre,
2019-11-02,intercites,Paris-Granville,['Vitesse limitée suite à adhérence dégradée (conditions météo) entre Surdon et Argentan']
2019-11-02,intercites,Caen-Le Mans-Tours,
2019-11-02,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-02,intercites,Paris-Briançon,
2019-11-03,transilien,A,"['Travaux sur les branches Cergy et Poissy', 'Panne de signalisation à Achères']"
2019-11-03,transilien,B,
2019-11-03,transilien,C,
2019-11-03,transilien,D,
2019-11-03,transilien,E,
2019-11-03,transilien,H,
2019-11-03,transilien,J,
2019-11-03,transilien,K,['Ralentissements en raison des travaux du week-end']
2019-11-03,transilien,L,
2019-11-03,transilien,N,
2019-11-03,transilien,P,
2019-11-03,transilien,R,"['Ralentissements pour travaux entre Lieusaint et Melun', ""Conséquences de la tempête Amélie sur le sud de la France: répercussions des retards des trains en provenance de l'Auvergne""]"
2019-11-03,transilien,U,
2019-11-03,transilien,T4,"[""Fermeture pour travaux jusqu'au lundi 3 novembre""]"
2019-11-03,transilien,T11,
2019-11-03,ter,Grand Est,
2019-11-03,ter,Nouvelle-Aquitaine,['conséquences de la tempête Amélie']
2019-11-03,ter,Auvergne-Rhône-Alpes,"['conséquences de la tempête Amélie', 'collision avec une voiture sur un passage à niveau dans l’Ain']"
2019-11-03,ter,Bourgogne-Franche-Comté,"['affluence voyageurs à Beaune (7 trains impactés)', 'conséquences de la tempête Amélie']"
2019-11-03,ter,Bretagne,"['panne de signalisation à Avessac (4 trains impactés)', 'conséquences de la tempête Amélie']"
2019-11-03,ter,Centre-Val de Loire,"['affluence voyageurs dans plusieurs gare de la région (Bourges, Orléans, les Aubrais, Tours)(20 trains impactés)', 'conséquences de la tempête Amélie']"
2019-11-03,ter,Occitanie,['conséquences de la tempête Amélie']
2019-11-03,ter,Hauts-de-France,['panne de train à Lille (6 trains impactés)']
2019-11-03,ter,Normandie,['conséquences de la tempête Amélie']
2019-11-03,ter,Pays de la Loire,
2019-11-03,ter,Provence-Alpes-Côte d'Azur,"[""chute d'arbre sur les voies à Pas des Lanciers (22 trains impactés) et à Vitrolles (12 trains impactés).""]"
2019-11-03,tgv,nord,
2019-11-03,tgv,est,['Panne de train à Vendenheim (4 TGV retardés)']
2019-11-03,tgv,atlantique,['conséquences de la tempête Amélie (27 TGV retardés)']
2019-11-03,tgv,sudest,
2019-11-03,tgv,ouigo,
2019-11-03,tgv,europe,
2019-11-03,intercites,Paris-Limoges-Toulouse,['Conséquences de la tempête Amélie']
2019-11-03,intercites,Paris-Clermont,['Conséquences de la tempête Amélie']
2019-11-03,intercites,Bordeaux-Marseille,['Conséquences de la tempête Amélie']
2019-11-03,intercites,Nantes-Bordeaux,['Conséquences de la tempête Amélie']
2019-11-03,intercites,Nantes-Lyon,
2019-11-03,intercites,Toulouse-Bayonne,['Conséquences de la tempête Amélie']
2019-11-03,intercites,Clermont-Béziers,['Conséquences de la tempête Amélie']
2019-11-03,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Forte affluence dans les trains en pointe de soirée', 'Réutilisations retardées de trains retardés en ligne']"
2019-11-03,intercites,Paris-Rouen-Le Havre,
2019-11-03,intercites,Paris-Granville,"['Attentes pour permettre des correspondances à Caen', 'Panne de signalisation à Argentan']"
2019-11-03,intercites,Caen-Le Mans-Tours,"['Attente pour permettre une correspondance à Caen', 'Panne de train au départ de Caen', 'Panne de signalisation à Argentan']"
2019-11-03,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-03,intercites,Paris-Briançon,['Difficultés lors de la mise en tête de la locomotive diesel à Valence Ville']
2019-11-04,transilien,A,"[""Dérangement de la signalisation suite à une avarie informatique au poste d'aiguillage de Poissy"", ""Panne d'un aiguillage entre Sartrouville et Houilles""]"
2019-11-04,transilien,B,"[""Bagage oublié à St-Rémy, signal d'alarme à St-Michel-Notre Dame et vitesses limitées au sud de la ligne pour rail glissant (RATP)""]"
2019-11-04,transilien,C,"[""Rail fissuré à Pont-de-l'Alma""]"
2019-11-04,transilien,D,"['Erreur de direction sur un train vide à Villeneuve-St-Georges', 'Passage à niveau forcé et endommagé par un automobiliste à Moulin-Galant', ""Panne d'un train à Vert-de-Maisons"", 'Répercussions des retards du RER B lors du passage dans le tunnel Châtelet gare du Nord', ""Répercussions prévues des travaux de modernisation des voies du week-end dernier dans l'avant-gare de Gare du Nord""]"
2019-11-04,transilien,E,
2019-11-04,transilien,H,
2019-11-04,transilien,J,"[""Signal d'alarme à Argenteuil"", ""Dérangement de la signalisation suite à une panne informatique au poste d'aiguillage de Poissy"", ""Panne d'un aiguillage entre Sartrouville et Houilles""]"
2019-11-04,transilien,K,"[""Répercussions prévues des travaux de modernisation des voies du week-end dernier dans l'avant-gare de Gare du Nord""]"
2019-11-04,transilien,L,"['Dérangement de la signalisation consécutive aux travaux de modernisation des voies du week-end dernier sur la branche Poissy', ""Panne d'un aiguillage entre Sartrouville et Houilles"", 'Rame souillée par un client à Saint-Cloud']"
2019-11-04,transilien,N,
2019-11-04,transilien,P,
2019-11-04,transilien,R,
2019-11-04,transilien,U,
2019-11-04,transilien,T4,['Rames immobilisées en maintenance']
2019-11-04,transilien,T11,
2019-11-04,ter,Grand Est,
2019-11-04,ter,Nouvelle-Aquitaine,"['suites de la tempête Amélie du 01/11 (34 TER retardés pour le 04/11).', 'panne de signalisation entre Macau et Pauillac (7 TER impactés)', 'Heurt d’une branche par un train à hauteur d’Egletons (7 TER impactés).']"
2019-11-04,ter,Auvergne-Rhône-Alpes,"[""Vitesses limitées en raison de conditions d'adhérence dégradée (rail glissant) à Lozanne  (15 TER impactés)"", 'Passage à niveau forcé et endommagé à Villars les Dombes (11 TER impactés)', ""Vitesses limitées en raison de conditions d'adhérence dégradée (rail glissant) à St-Gervais-les-Bains et La-Roche-sur-Foron (11 TER impactés)""]"
2019-11-04,ter,Bourgogne-Franche-Comté,"['Problème de traction sur train de fret à Genlis (6 TER retardés)', 'Ralentissement suite à travaux dans les voies à Chagny (5 TER impactés)']"
2019-11-04,ter,Bretagne,
2019-11-04,ter,Centre-Val de Loire,"[""Avarie d'un passage à niveau près des Aubrais-Orléans (9 TER impactés)"", 'Ralentissement des trains suite à travaux dans les voies à Mer (7 TER impactés)', 'Panne de signalisation près d’Orléans (7 TER impactés)']"
2019-11-04,ter,Occitanie,"['pannes de signalisation entre Nîmes et Arles (12 TER impactés) et près de Port la Nouvelle (8 TER impactés)', 'panne sur un passage à niveau à Carmaux (12 TER impactés)']"
2019-11-04,ter,Hauts-de-France,"['panne de train à Hazebrouck (20 trains impactés)', ""coupure d'alimentation électrique à Lille-Flandres (13 trains impactés)"", ""Vitesses limitées en raison de conditions d'adhérence dégradée (rail glissant) à Compiègne (10 trains impactés)""]"
2019-11-04,ter,Normandie,"[""Dérangement de la signalisation suite à une panne informatique au poste d'aiguillage de Poissy (15 TER retardés)""]"
2019-11-04,ter,Pays de la Loire,
2019-11-04,ter,Provence-Alpes-Côte d'Azur,"['ralentissement pour travaux sur les voies à Toulon (38 trains impactés)', 'panne matériel sur un train à Vitrolles (5 trains impactés)']"
2019-11-04,tgv,nord,
2019-11-04,tgv,est,
2019-11-04,tgv,atlantique,['Panne de train vers Vendôme : 7 TGV retardés']
2019-11-04,tgv,sudest,
2019-11-04,tgv,ouigo,
2019-11-04,tgv,europe,
2019-11-04,intercites,Paris-Limoges-Toulouse,
2019-11-04,intercites,Paris-Clermont,
2019-11-04,intercites,Bordeaux-Marseille,
2019-11-04,intercites,Nantes-Bordeaux,
2019-11-04,intercites,Nantes-Lyon,
2019-11-04,intercites,Toulouse-Bayonne,"['avaries sur trois passages à niveau entre Pau et Coarraze Nay', ""Chute d'un arbre sur les voies entre Urt et Peyrehorade""]"
2019-11-04,intercites,Clermont-Béziers,"[""Sortie tardive d'un train des garages à Nîmes"", 'Attente à Neussargues pour permettre une correspondance']"
2019-11-04,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"[""Dérangement de la signalisation suite à une panne informatique au poste d'aiguillage de Poissy"", 'Pannes de trains à Paris']"
2019-11-04,intercites,Paris-Rouen-Le Havre,"[""Dérangement de la signalisation suite à une panne informatique au poste d'aiguillage de Poissy"", ""Panne d'aiguillage à Sartrouville"", ""Répercussions de la panne d'un train de marchandises à St Etienne du Rouvray"", 'Heurt de sanglier à Oissel']"
2019-11-04,intercites,Paris-Granville,
2019-11-04,intercites,Caen-Le Mans-Tours,"['Intervention de la police dans un train à Château-du-Loir', ""Difficultés dans la gestion des circulations à l'entrée de Caen""]"
2019-11-04,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,"[""Heurt d'un animal à Escalquens"", 'Attente de personnels de contrôle à Bordeaux']"
2019-11-04,intercites,Paris-Briançon,
2019-11-05,transilien,A,"[""Panne d'aiguillage à Sartrouville"", 'Malaise voyageur dans un train à Achères', 'Panne de signalisation à Cergy le Haut']"
2019-11-05,transilien,B,"['Présence de personne dans les voies à Châtelet les Halles', 'Panne de signalisation à Villepinte']"
2019-11-05,transilien,C,['Travaux de nuit terminés en retard à Paris Austerlitz']
2019-11-05,transilien,D,"[""Panne d'aiguillage à St Denis"", 'Présence de personne dans les voies à Châtelet les Halles', 'Procédure bagage abandonné à Paris Gare de Lyon', ""Panne d'aiguillage à Juvisy""]"
2019-11-05,transilien,E,"['Panne de signalisation à Magenta', 'Travaux de nuit terminés en retard à Nogent le Perreux']"
2019-11-05,transilien,H,
2019-11-05,transilien,J,"[""Panne d'aiguillage à Sartrouville""]"
2019-11-05,transilien,K,['Panne de signalisation à Aulnay sous Bois']
2019-11-05,transilien,L,"[""Panne d'aiguillage à Sartrouville"", 'Panne de signalisation à Cergy le Haut']"
2019-11-05,transilien,N,
2019-11-05,transilien,P,
2019-11-05,transilien,R,
2019-11-05,transilien,U,
2019-11-05,transilien,T4,['Heurt avec un véhicule routier à Pavillons-sous-Bois']
2019-11-05,transilien,T11,
2019-11-05,ter,Grand Est,
2019-11-05,ter,Nouvelle-Aquitaine,"['Inondations des voies entre Dax et Laluque  (14 TER impactés)', 'Inondations des voies entre St-André-de-Cubzac et La Grave-d’Ambarès (13 TER impactés)', 'vitesses ralenties après travaux sur les voies entre Gazinet-Cestas et Facture (10 TER retardés).', 'panne de signalisation à Coutras (10 TER impactés)']"
2019-11-05,ter,Auvergne-Rhône-Alpes,
2019-11-05,ter,Bourgogne-Franche-Comté,"[""répercussions de la panne d'un train de maintenance de l'infrastructure à Sens (10 TER impactés)"", ""panne d'un train de marchandises à Uchizy (10 trains impactés)"", 'travaux terminés en retard à Chagny (6 trains impactés)']"
2019-11-05,ter,Bretagne,"['panne de signalisation à St Médard sur Ille (6 TER impactés)', ""mise à quai tardive d'un train au départ à Rennes (6 trains impactés)""]"
