date,famille_transport,ligne,incidents
2019-11-20,ter,Normandie,
2019-11-20,ter,Pays de la Loire,
2019-11-20,ter,Provence-Alpes-Côte d'Azur,
2019-11-20,tgv,nord,
2019-11-20,tgv,est,['Incident caténaire à Noisy (8 TGV retardés).']
2019-11-20,tgv,atlantique,
2019-11-20,tgv,sudest,
2019-11-20,tgv,ouigo,
2019-11-20,tgv,europe,
2019-11-20,intercites,Paris-Limoges-Toulouse,"[""Chute d'un arbre sur les voies entre Uzerche et Brive."", ""Acte de malveillance en gare d'Ambazac.""]"
2019-11-20,intercites,Paris-Clermont,
2019-11-20,intercites,Bordeaux-Marseille,
2019-11-20,intercites,Nantes-Bordeaux,
2019-11-20,intercites,Nantes-Lyon,
2019-11-20,intercites,Toulouse-Bayonne,
2019-11-20,intercites,Clermont-Béziers,
2019-11-20,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"[""Panne d'aiguillage à Mantes-La-Jolie."", 'Mises à quai tardives à Paris-St-Lazare.']"
2019-11-20,intercites,Paris-Rouen-Le Havre,
2019-11-20,intercites,Paris-Granville,
2019-11-20,intercites,Caen-Le Mans-Tours,
2019-11-20,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,"[""Attente d'un conducteur à Brive.""]"
2019-11-20,intercites,Paris-Briançon,
2019-11-21,transilien,A,['Divers incidents en zone RATP.']
2019-11-21,transilien,B,"['Divers incidents en zone RATP.', 'Malaise voyageur à Paris-Nord', 'Malaise voyageur entre Aubervilliers et Paris-Nord', 'Accident de personne au Parc des Expositions']"
2019-11-21,transilien,C,"[""Descente d'une personne dans les voies à Versailles-Chantiers"", ""Panne d'un train de travaux à Juvisy""]"
2019-11-21,transilien,D,"['Malaise voyageur à Paris-Nord', ""Signal d'alarme actionné sans motif à Paris-Nord""]"
2019-11-21,transilien,E,"['Panne Matériel à Rosa Parks et Haussmann Saint-Lazare', 'Malaise voyageur à Ozoir la Ferrière']"
2019-11-21,transilien,H,['Bagage oublié à Paris-Nord']
2019-11-21,transilien,J,"['Dérangements de zone à Houille-Carrière et Aubergenville- Elisabethville', 'Malaise voyageur à Asnières sur Seine']"
2019-11-21,transilien,K,
2019-11-21,transilien,L,"['Bagage abandonné à Paris Saint-Lazare', 'Malaise voyageurs à Saint-Cloud']"
2019-11-21,transilien,N,"[""Descente d'une personne dans les voies à Versailles-Chantiers""]"
2019-11-21,transilien,P,"['Retard train TER', 'Dérangement de signalisation au Raincy']"
2019-11-21,transilien,R,
2019-11-21,transilien,U,
2019-11-21,transilien,T4,['Pas de données reçues']
2019-11-21,transilien,T11,['Absence de conducteurs.']
2019-11-21,ter,Grand Est,
2019-11-21,ter,Nouvelle-Aquitaine,"[""Panne électrique dans un poste d'aiguillage à Coutras en raison des intempéries (15 TER impactés).""]"
2019-11-21,ter,Auvergne-Rhône-Alpes,"['Panne de signalisation à Charbonnières-les-Bains (21 TER impactés).', ""Panne informatique du poste d'aiguillage en gare d’Annemasse (19 TER impactés)"", 'Manifestation en gare de Lyon-Part-Dieu (19 TER impactés).']"
2019-11-21,ter,Bourgogne-Franche-Comté,"['Heurt d’une harde de sangliers par un TGV dans le secteur de Chagny (13 TER impactés)', 'Travaux sur les voies à Arc-et-Senans (7 TER impactés)']"
2019-11-21,ter,Bretagne,"['Disjonction  caténaire en gare de Rennes (7 TER impactés)', 'Panne de signalisation à Saint-Malo/Dol (6 TER impactés)']"
2019-11-21,ter,Centre-Val de Loire,"['Choc anormal ressenti par un train au niveau de Ménars (20 TER impactés)', 'Conséquences intempéries secteur de Versailles-Chantiers (8 TER impactés)']"
2019-11-21,ter,Occitanie,"['Heurt d’un véhicule routier par un train sur un passage à niveau à Saverdun (17 TER impactés)', 'Vol de câbles dans le secteur de Nîmes (13 TER impactés).', 'Ralentissement forfaitaire pour chantier  entre Montpellier et  Vestric (6 TER impactés)']"
2019-11-21,ter,Hauts-de-France,"[""Conséquences d'un élément de voie cassé sur LGV entre Villiers-le-Bel-Gonesse et Val-Noël (21 TER impactés)"", 'Panne de signalisation à Ailly-sur-Noye (19 TER impactés).', 'Panne matériel sur un train à Lens (12 TER impactés)']"
2019-11-21,ter,Normandie,['Panne de signalisation au niveau d’Aubergenville-Elisabethville (18 TER impactés) et à Houilles-Carrières (8 TER impactés).']
2019-11-21,ter,Pays de la Loire,
2019-11-21,ter,Provence-Alpes-Côte d'Azur,"['Restitution tardive des travaux  sur les voies entre Marseille-Blancarde et Toulon en raison de la panne d’un engin de chantier au niveau du quai de Saint-Cyr (59 TER impactés).', 'Panne sur un passage à niveau à Beaulieu-sur-Mer (19 TER impactés)']"
2019-11-21,tgv,nord,['Incident affectant la voie à Villiers le Bel gonesse (33 trains)']
2019-11-21,tgv,est,
2019-11-21,tgv,atlantique,
2019-11-21,tgv,sudest,
2019-11-21,tgv,ouigo,['Incident affectant la voie à Villiers le Bel gonesse (5 trains)']
2019-11-21,tgv,europe,
2019-11-21,intercites,Paris-Limoges-Toulouse,"['Conflits de circulation entre entre Limoges et Vierzon', 'Intervention de la Police à Vierzon pour un voyageur sans billet', ""Heurt d'un extincteur posé sur la voie à la sortie de Cahors"", 'Conséquence de la panne Infrastructure à La Souterraine']"
2019-11-21,intercites,Paris-Clermont,
2019-11-21,intercites,Bordeaux-Marseille,
2019-11-21,intercites,Nantes-Bordeaux,"['Déformation de la voie entre St Mariens et Jonzac', ""Panne d'un passage à niveau à Luçon""]"
2019-11-21,intercites,Nantes-Lyon,
2019-11-21,intercites,Toulouse-Bayonne,
2019-11-21,intercites,Clermont-Béziers,
2019-11-21,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Le matin, panne de signalisation à Houilles-Carrières', 'La soirée, panne de signalisation à Aubergenville-Élisabethville', 'Défaillance matérielle à Paris-St-Lazare']"
2019-11-21,intercites,Paris-Rouen-Le Havre,"['Le matin, panne de signalisation à Houilles-Carrières', 'La soirée, panne de signalisation à Aubergenville-Élisabethville', 'Défaillance matérielle à Rouen']"
2019-11-21,intercites,Paris-Granville,
2019-11-21,intercites,Caen-Le Mans-Tours,
2019-11-21,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-21,intercites,Paris-Briançon,['Conflits de circulation avec des trains de marchandises au sud de Lyon']
2019-11-22,transilien,A,
2019-11-22,transilien,B,['Malaise voyageur à Cité Universitaire']
2019-11-22,transilien,C,['Malaise voyageur Avenue Henri-Martin']
2019-11-22,transilien,D,"['Personne dans la voie à Maisons-Alfort Alfortville', 'Malaise sur secteur RER B']"
2019-11-22,transilien,E,
2019-11-22,transilien,H,
2019-11-22,transilien,J,
2019-11-22,transilien,K,
2019-11-22,transilien,L,
2019-11-22,transilien,N,
2019-11-22,transilien,P,
2019-11-22,transilien,R,['Personne dans la voie à Maisons-Alfort Alfortville']
2019-11-22,transilien,U,
2019-11-22,transilien,T4,['Données non reçues']
2019-11-22,transilien,T11,['Données non reçues']
2019-11-22,ter,Grand Est,
2019-11-22,ter,Nouvelle-Aquitaine,"['Panne matériel sur un train à La Rochelle (8 trains impactes)', 'Panne de signalisation à Ste Eulalie (6 trains impactes)']"
2019-11-22,ter,Auvergne-Rhône-Alpes,"['Panne de signalisation à Lyon Perrache (57 trains impactes)', 'Panne sur un passage à niveau à Moirans (20 trains impactes)']"
2019-11-22,ter,Bourgogne-Franche-Comté,
2019-11-22,ter,Bretagne,"['Panne matériel sur un train à Plechatel (17 trains impactes)', 'Adhérence dégradée à Dole de Bretagne (7 trains impactes)']"
2019-11-22,ter,Centre-Val de Loire,['Attente personnel en gare de Tours (6 trains impactes)']
2019-11-22,ter,Occitanie,"['Panne sur un passage à niveau à Ales (10 trains impactes)', 'Travaux sur les voies à Montpellier (8 trains impactes)']"
2019-11-22,ter,Hauts-de-France,"['Panne de signalisation à Chaulnes (10 trains impactes)', 'Panne matériel sur un train à Lille (8 trains impactes)']"
2019-11-22,ter,Normandie,['Adhérence dégradée au Molay Littry (8 trains impactes)']
2019-11-22,ter,Pays de la Loire,
2019-11-22,ter,Provence-Alpes-Côte d'Azur,"['Travaux sur les voies à Bandol (38 trains impactes)', 'Obstacle sur la voie à Villeneuve Loubet (22 trains impactes)']"
2019-11-22,tgv,nord,"[""Heurt d'un TGV à Resson (LGV Nord) 10 TGV retardés"", 'Bagage oublié à Gare du Nord (4 TGV retardé)']"
2019-11-22,tgv,est,
2019-11-22,tgv,atlantique,"[""Heurt d'un sanglier à Resson (LGV Nord) 4 TGV retardés"", ""Heurt d'un sanglier à Ancenis (3 TGV retardés)"", ""Intervention des forces de l'ordre au Mans (2 TGV retardés)""]"
2019-11-22,tgv,sudest,
2019-11-22,tgv,ouigo,
2019-11-22,tgv,europe,
2019-11-22,intercites,Paris-Limoges-Toulouse,"['Prise en charge voyageurs à Argenton Sur Creuse', 'Vitesses limitées en raison de conditions météo rendant le rail glissant entre Limoges et Cahors', 'Panne matérielle entre Argenton Sur Creuse et Eguzon']"
2019-11-22,intercites,Paris-Clermont,"['Personnes dans les voies à Maison- Alfort Alfortville', 'Colis suspect à Cosne Sur Loire', ""Chute d'un arbre sur les voies entre Vichy et Randan""]"
2019-11-22,intercites,Bordeaux-Marseille,
2019-11-22,intercites,Nantes-Bordeaux,
2019-11-22,intercites,Nantes-Lyon,['Pannes matérielles à Lyon']
2019-11-22,intercites,Toulouse-Bayonne,
2019-11-22,intercites,Clermont-Béziers,
2019-11-22,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Bagage abandonné à Paris St Lazare', 'Panne de signalisation à Mantes', ""Heurt d'un sanglier entre Mantes et Bueil"", 'Mises à quai tardives à Paris St Lazare', 'Pannes matérielles à Paris St Lazare et Cherbourg']"
2019-11-22,intercites,Paris-Rouen-Le Havre,"['Bagage abandonné à Paris St Lazare', 'Panne de signalisation à Mantes', ""Heurt d'un sanglier entre Mantes et Bueil"", 'Mises à quai tardives à Paris St Lazare', 'Pannes matérielles à Paris St Lazare et Rouen']"
2019-11-22,intercites,Paris-Granville,
2019-11-22,intercites,Caen-Le Mans-Tours,"[""Heurt d'un chevreuil à Château Du Loir""]"
2019-11-22,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-22,intercites,Paris-Briançon,"[""Présence d'une personne suicidaire dans les voies entre Saint Florentin et Laroche Migennes"", 'Réparation de la sous-station électrique de Montluel provoquant des conflits de circulation avec les trains de marchandises,']"
2019-11-23,transilien,A,
2019-11-23,transilien,B,['Retard réseau RATP']
2019-11-23,transilien,C,
2019-11-23,transilien,D,
2019-11-23,transilien,E,
2019-11-23,transilien,H,
2019-11-23,transilien,J,
2019-11-23,transilien,K,
2019-11-23,transilien,L,
2019-11-23,transilien,N,
2019-11-23,transilien,P,
2019-11-23,transilien,R,
2019-11-23,transilien,U,
2019-11-23,transilien,T4,
2019-11-23,transilien,T11,"[""Absence  Conducteurs en début d'après-midi""]"
2019-11-23,ter,Grand Est,
2019-11-23,ter,Nouvelle-Aquitaine,['Incident caténaire à Hendaye (6 trains impactes)']
2019-11-23,ter,Auvergne-Rhône-Alpes,['Découverte  de bagages abandonnés à Grenoble et à Amberieu (29 trains impactes)']
2019-11-23,ter,Bourgogne-Franche-Comté,['Accident de personne à Nuits St Georges (11 trains impactes)']
2019-11-23,ter,Bretagne,
2019-11-23,ter,Centre-Val de Loire,
2019-11-23,ter,Occitanie,['Arrachement caténaire à Narbonne (10 trains impactes)']
2019-11-23,ter,Hauts-de-France,
2019-11-23,ter,Normandie,['Événement sportif entraînant des traversées de voies intempestives entre Bueil et Evreux (10 trains impactes)']
2019-11-23,ter,Pays de la Loire,
2019-11-23,ter,Provence-Alpes-Côte d'Azur,['Intempéries (fortes chutes de pluie) sur de nombreuses zones de la region (43 trains impactes).']
2019-11-23,tgv,nord,
2019-11-23,tgv,est,
2019-11-23,tgv,atlantique,
2019-11-23,tgv,sudest,
2019-11-23,tgv,ouigo,
2019-11-23,tgv,europe,
2019-11-23,intercites,Paris-Limoges-Toulouse,
2019-11-23,intercites,Paris-Clermont,
2019-11-23,intercites,Bordeaux-Marseille,
2019-11-23,intercites,Nantes-Bordeaux,
2019-11-23,intercites,Nantes-Lyon,
2019-11-23,intercites,Toulouse-Bayonne,"['Vitesses limitées en raison de conditions météo rendant le rail glissant entre Boussens et Carbonne', 'Intervention de la gendarmerie pour un voyageur récalcitrant à Montréjeau', 'Panne de signalisation entre Bayonne et Puyoô']"
2019-11-23,intercites,Clermont-Béziers,['Mise à quai tardive à Clermont-Ferrand']
2019-11-23,intercites,Paris-Caen-Cherbourg Trouville/Deauville,['Personnes traversant les voies suite à un rallye automobile entre Mantes et Évreux']
2019-11-23,intercites,Paris-Rouen-Le Havre,
2019-11-23,intercites,Paris-Granville,
2019-11-23,intercites,Caen-Le Mans-Tours,
2019-11-23,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,"['Attente locomotive à Latour de Carol', 'panne de signalisation à Port La Nouvelle suite aux intempéries']"
2019-11-23,intercites,Paris-Briançon,
2019-11-24,transilien,A,"[""Problème d'exploitation sur le réseau RATP""]"
2019-11-24,transilien,B,
2019-11-24,transilien,C,
2019-11-24,transilien,D,"['Colis suspect à Garges-Sarcelles', 'Dérangement de la signalisation à Viry-Châtillon', ""Arrêt d'un train TER à Boussy Saint-Antoine suite à signalement d'un risque d'avarie""]"
2019-11-24,transilien,E,
2019-11-24,transilien,H,
2019-11-24,transilien,J,
2019-11-24,transilien,K,
2019-11-24,transilien,L,
2019-11-24,transilien,N,
2019-11-24,transilien,P,
2019-11-24,transilien,R,"[""Arrêt d'un train TER à Boussy Saint-Antoine suite à signalement d'un risque d'avarie\n\nIncident caténaire au sud de Montargis"", 'Incident caténaire au sud de Montargis']"
2019-11-24,transilien,U,
2019-11-24,transilien,T4,['Absence de données']
2019-11-24,transilien,T11,['Colis suspect en station du Bourget']
2019-11-24,ter,Grand Est,
2019-11-24,ter,Nouvelle-Aquitaine,
2019-11-24,ter,Auvergne-Rhône-Alpes,
2019-11-24,ter,Bourgogne-Franche-Comté,
2019-11-24,ter,Bretagne,
2019-11-24,ter,Centre-Val de Loire,
2019-11-24,ter,Occitanie,
2019-11-24,ter,Hauts-de-France,
2019-11-24,ter,Normandie,"['Panne matériel sur un train à Coutances (5 trains impactés)', 'Panne de signalisation à Rouen (4 trains impactés)']"
2019-11-24,ter,Pays de la Loire,
2019-11-24,ter,Provence-Alpes-Côte d'Azur,['Conséquences intempéries (54 trains impactés)']
2019-11-24,tgv,nord,
2019-11-24,tgv,est,
2019-11-24,tgv,atlantique,
2019-11-24,tgv,sudest,"['Inondation des voies à Avignon (10 TGV retardés)', 'Intempéries sur PACA (5 TGV retardés)']"
2019-11-24,tgv,ouigo,"['Inondation des voies à Avignon (5 TGV retardés)', 'Intempéries sur PACA (2 TGV retardés)']"
2019-11-24,tgv,europe,
2019-11-24,intercites,Paris-Limoges-Toulouse,
2019-11-24,intercites,Paris-Clermont,['Incident électrique entre Nevers et Fourchambault']
2019-11-24,intercites,Bordeaux-Marseille,
2019-11-24,intercites,Nantes-Bordeaux,
2019-11-24,intercites,Nantes-Lyon,
2019-11-24,intercites,Toulouse-Bayonne,"[""Panne d'un passage à niveau PN entre Coarraze-Nay et Lourdes"", 'Panne de signalisation entre Tarbes et Tournay']"
2019-11-24,intercites,Clermont-Béziers,
2019-11-24,intercites,Paris-Caen-Cherbourg Trouville/Deauville,
2019-11-24,intercites,Paris-Rouen-Le Havre,
2019-11-24,intercites,Paris-Granville,"['Défaillance matérielle à Paris-Vaugirard', 'Attente du personnel chargé de donner le départ à Paris-Vaugirard', 'Panne de signalisation à ST Cyr', ""Attente d'un controleur""]"
2019-11-24,intercites,Caen-Le Mans-Tours,"[""Panne d'un passage à niveau entre Vignats et Couliboeuf""]"
2019-11-24,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,['Voiture en panne sur un passage à niveau à La Porcherie']
2019-11-24,intercites,Paris-Briançon,
2019-11-25,transilien,A,"[""Problème d'exploitation sur le réseau RATP""]"
2019-11-25,transilien,B,"[""Problème d'exploitation sur le réseau RATP"", 'Dérangement de signalisation à Sevran-Livry']"
2019-11-25,transilien,C,"['Bagage abandonné à Chilly-Mazarin', ""Perturbation sur l'axe Pont de Rungis Massy suite à défaut d'alimentation électrique en gare de Massy -TGV""]"
2019-11-25,transilien,D,"[""Dérangement d'aiguillage à Combs La Ville""]"
2019-11-25,transilien,E,['Malaise voyageur à Noisy Le Sec']
2019-11-25,transilien,H,['Malaise voyageur à Domont']
2019-11-25,transilien,J,"[""Ralentissements préventifs suite aux difficultés d'adhérence""]"
2019-11-25,transilien,K,['Dérangement de signalisation à Sevran-Livry']
2019-11-25,transilien,L,['Bris de barrière à un passage à niveau à Marly Le Roi']
2019-11-25,transilien,N,
2019-11-25,transilien,P,
2019-11-25,transilien,R,
2019-11-25,transilien,U,
2019-11-25,transilien,T4,['Dérangement de signalisation en début de pointe de matinée']
2019-11-25,transilien,T11,['Absence de conducteurs']
2019-11-25,ter,Grand Est,
2019-11-25,ter,Nouvelle-Aquitaine,"['Défaut de géométrie de la voie à Pessac ( 28 TER impactés)', 'Panne sur un aiguillage à Jarnac-Charente (9 TER impactés)']"
2019-11-25,ter,Auvergne-Rhône-Alpes,
2019-11-25,ter,Bourgogne-Franche-Comté,
2019-11-25,ter,Bretagne,
2019-11-25,ter,Centre-Val de Loire,"['Défaut d’alimentation électrique en gare de Massy-TGV (43 TER impactés)', 'Ralentissement forfaitaire suite à travaux sur les voies à Mer suite à travaux (6 TER impactés)']"
2019-11-25,ter,Occitanie,"['Adhérence dégradée à Toulouse-Matabiau (17 TER impactés)', 'Panne matériel sur un train à Auch (11 TER impactés)']"
2019-11-25,ter,Hauts-de-France,"[""Heurt d'un animal par un train à St-Amand-les-Eaux (22 TER impactés)"", 'Panne sur un passage à niveau à Liancourt-Rantigny suite à un problème électrique (18 TER impactés)', 'Panne matériel à La Bassée-Violaines (14 TER impactés)', 'Adhérence dégradée à Chocques (14 TER impactés)']"
2019-11-25,ter,Normandie,"['Panne de signalisation ) Paris Saint Lazare (8 TER impactés)', 'Panne sur un passage à niveau à Serqueux (6 TER impactés)']"
2019-11-25,ter,Pays de la Loire,
2019-11-25,ter,Provence-Alpes-Côte d'Azur,"['Ralentissement forfaitaire à Marseille-Blancarde suite à travaux dans les voies (55 TER impactés)', 'Limitation de la vitesse des trains à Drap-Cantaron suite à risque de chute de rochers (14 TER impactés)']"
2019-11-25,tgv,nord,
2019-11-25,tgv,est,"[""Défaut d'alimentation électrique en gare de Massy (2 TGV retardés)"", ""Intervention des forces de l'ordre en gare de Strasbourg (1 TGV retardé)""]"
2019-11-25,tgv,atlantique,"[""Défaut d'alimentation électrique en gare de Massy (69 TGV retardés)""]"
2019-11-25,tgv,sudest,
2019-11-25,tgv,ouigo,"[""Défaut d'alimentation électrique en gare de Massy (3 OUIGO retardés)""]"
2019-11-25,tgv,europe,
2019-11-25,intercites,Paris-Limoges-Toulouse,"[""Conséquence d'un bagage abandonné dans un Transilien à Paris"", 'Vitesses limitées en raison de conditions météo rendant le rail glissant entre Châteauroux et Limoges', 'Panne de signalisation à Montauban', 'Voiture en panne sur un  passage à niveau à La Porcherie']"
2019-11-25,intercites,Paris-Clermont,
2019-11-25,intercites,Bordeaux-Marseille,"['Pannes matérielles à Lunel et à Arles', 'Accident de personne à Castelsarrasin', 'Panne de signalisation à Montauban']"
2019-11-25,intercites,Nantes-Bordeaux,
2019-11-25,intercites,Nantes-Lyon,"['Panne de signalisation à Bourges', 'Panne matérielle à Lyon']"
2019-11-25,intercites,Toulouse-Bayonne,
2019-11-25,intercites,Clermont-Béziers,"['Attente matériel à Millau', 'Vitesses limitées en raison de conditions météo rendant le rail glissant entre Banassac et Sévérac le Chateau']"
2019-11-25,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Mises à quai tardives à Paris St Lazare', 'Défaillances matérielles à Paris St Lazare et à Trouville', 'Heurt de gibier entre Mantes et Evreux', 'Bagages abandonnés à Paris St Lazare']"
2019-11-25,intercites,Paris-Rouen-Le Havre,"['Mises à quai tardives à Paris St Lazare', 'Défaillances matérielles à Paris St Lazare et au Havre', 'Bagages abandonnés à Paris St Lazare', 'Intervention de la Police pour des voyageurs sans titre de transport à Mantes']"
2019-11-25,intercites,Paris-Granville,
2019-11-25,intercites,Caen-Le Mans-Tours,['Attente correspondance au Mans']
2019-11-25,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-25,intercites,Paris-Briançon,
2019-11-26,transilien,A,"[""Malaise d'un voyageur à Nanterre-Préfecture"", 'Dégagement de fumée sur une rame à Fontenay-sous-Bois (RATP)']"
2019-11-26,transilien,B,"['Malaises de voyageurs à Denfert-Rochereau (RATP), Gare du Nord, Aubervilliers et Chatelet (RATP)', 'Intervention de police sur une rame à Chatelet (RATP)']"
2019-11-26,transilien,C,"['Dérangement de la signalisation à St-Cyr', ""Dérangement d'un aiguillage à Pont-du-Garigliano"", 'Rails rendus glissants par les conditions climatiques']"
2019-11-26,transilien,D,"['Signalement au 3117 de personnes près des voies entre Boussy-St-Antoine et Combs-la-Ville (non avéré )', 'Conséquences des malaises voyageurs sur le RER B']"
2019-11-26,transilien,E,
2019-11-26,transilien,H,
2019-11-26,transilien,J,
2019-11-26,transilien,K,
2019-11-26,transilien,L,"[""Conséquences d'un dérangement de la signalisation à St-Cyr sur la Ligne U"", ""Conséquences d'un malaise d'un voyageur à Nanterre-Préfecture sur le RER A"", 'Bagage oublié à La Défense']"
2019-11-26,transilien,N,['Dérangement de la signalisation à St-Cyr']
2019-11-26,transilien,P,
2019-11-26,transilien,R,['Signalement au 3117 de personnes près des voies entre Boussy-St-Antoine et Combs-la-Ville (non avéré )']
2019-11-26,transilien,U,['Dérangement de la signalisation à St-Cyr']
2019-11-26,transilien,T4,"[""Panne d'une rame à L'Abbaye""]"
2019-11-26,transilien,T11,
2019-11-26,ter,Grand Est,
2019-11-26,ter,Nouvelle-Aquitaine,"['Adhérence dégradée à Dax (7 TER impactés)', 'Inondation à Dax (8 TER impactés)']"
2019-11-26,ter,Auvergne-Rhône-Alpes,"['Incident caténaire à Riom-Châtel-Guyon (23 TER impactés)', ""Heurt d'un sanglier par un train à La Tour-de-Salvagny (15 TER impactés)""]"
2019-11-26,ter,Bourgogne-Franche-Comté,"['Défaut de géométrie de la voie à St Lothain  (22 trains impactés)', 'Travaux sur les voies à Montceau les Mines (14 trains impactés)', ""Présence d'enfants dans les voies à Combs la Ville(non avéré) (14 trains impactés)""]"
2019-11-26,ter,Bretagne,"['Panne sur un passage à niveau à Dingé suite à défaut de contrôle des barrières (17 TER impactés)', 'Panne de signalisation à Auray (8 TER impactés)']"
2019-11-26,ter,Centre-Val de Loire,"['Incident caténaire à Épernon (14 TER impactés)', 'Panne de signalisation à St-Piat (12 TER impactés)']"
2019-11-26,ter,Occitanie,
2019-11-26,ter,Hauts-de-France,"['Panne sur un passage à niveau Corbehem (10 TER impactés)', 'Vol dans un train à Amiens (10 TER impactés)', 'Panne de signalisation à Soissons-Crouy (9 TER impactés)']"
2019-11-26,ter,Normandie,"['Restitution tardive des travaux à Bretteville-Norrey (8 TER impactés)', 'Attente exécution du service voyageur à Lisieux (embarquement d’une personne à mobilité réduite)(6 TER impactés)']"
2019-11-26,ter,Pays de la Loire,
2019-11-26,ter,Provence-Alpes-Côte d'Azur,"['Travaux dans les voies à Cassis (54 TER impactés)', 'Panne de signalisation à Marseille-St-Charles (24 TER impactés)', 'Panne de signalisation à Bandol (16 TER impactés)', 'Présence d’une personne dans le tunnel de St-Louis les Aygalades à l’Estaque, Police et Suge sur place , impact (10 TER impactés)', 'Soin matériel du TER 881656 au départ de La Pauline-Hyères pour un dégagement de fumée sur l’EM, impact (8 TER impactés)']"
2019-11-26,tgv,nord,
2019-11-26,tgv,est,
2019-11-26,tgv,atlantique,"[""Conséquence de l'incident de Massy du lundi (11 TGV retardés)"", ""Perte d'adhérence sur la ligne Nord (2 TGV retardés)""]"
2019-11-26,tgv,sudest,
2019-11-26,tgv,ouigo,"[""Panne d'un TGV OUIGO au départ de la gare de Lyon"", 'Prolongation des travaux sur Aubagne (3 Ouigo retardés)']"
2019-11-26,tgv,europe,['Panne de signalisation sur la ligne du Haut Bugey (2 TGV retardés)\nPersonnes sur les voies à Lattes']
2019-11-26,intercites,Paris-Limoges-Toulouse,
2019-11-26,intercites,Paris-Clermont,"['Panne matérielle à Clermont-Ferrand', 'Erreur de régulation du trafic à Nevers', 'Présence de personnes aux abords des voies entre Combs et Boussy (non avéré)']"
2019-11-26,intercites,Bordeaux-Marseille,"['Dérangement de deux passages à niveau à Bram', 'Problème de fermeture des portes à Marseille', 'Panne de signalisation entre Castelnaudary et Villefranche de Lauragais', ""Présence de personnes dans le tunnel de St Louis les Aygalades à l'Estaque."", 'Colis suspect à Marseille']"
2019-11-26,intercites,Nantes-Bordeaux,['Limitation de vitesse pour travaux sur les voies entre Jonzac et Luçon']
2019-11-26,intercites,Nantes-Lyon,
2019-11-26,intercites,Toulouse-Bayonne,
2019-11-26,intercites,Clermont-Béziers,
2019-11-26,intercites,Paris-Caen-Cherbourg Trouville/Deauville,"['Travaux sur les voies terminés en retard à Bretteville', 'Mises à quai tardives à Paris St Lazare', 'Pannes matérielles à Paris St Lazare et à Trouville', 'Panne de signalisation à Bueil']"
2019-11-26,intercites,Paris-Rouen-Le Havre,"['Mises à quai tardives à Paris St Lazare', 'Pannes matérielles à Paris St Lazare et au Havre', ""Conséquences de la panne d'un train de marchandises à Bréauté""]"
2019-11-26,intercites,Paris-Granville,
2019-11-26,intercites,Caen-Le Mans-Tours,['Vitesses limitées en raison de conditions météo rendant le rail glissant entre Chateau Du Loir et Le Mans']
2019-11-26,intercites,Paris-Toulouse-Latour De Carol/Cerbere/Rodez,
2019-11-26,intercites,Paris-Briançon,
2019-11-28,transilien,A,"['Panne de signalisation entre Gare-de-Lyon et Nation (zone RATP)', 'Incident affectant la voie entre Nation et Vincennes (zone RATP)']"
2019-11-28,transilien,B,"[""Signal d'alarme et intervention de police à Saint-Michel-Notre-Dame (zone RATP)""]"
2019-11-28,transilien,C,"[""Interpellation d'une personne dans les voies aux Ardoines"", ""Deux signaux d'alarme à Bibliothèque-François Mitterrand, un malveillant et pour malaise voyageur"", 'Passage à niveau forcé et endommagé par un camion à Saint-Chéron']"
2019-11-28,transilien,D,
2019-11-28,transilien,E,
2019-11-28,transilien,H,"[""Vitesses limitées en raison des conditions météo (rails glissants) à Champ-de-Courses-d'Enghien""]"
2019-11-28,transilien,J,"['Intervention sur un train en raison de la présence de fumeurs', 'Vitesses limitées en raison des conditions météo (rails glissants) entre Mantes et Conflans-Sainte-Honorine', 'Passage à niveau forcé et endommagé par un camion à Saint-Chéron']"
2019-11-28,transilien,K,
2019-11-28,transilien,L,
2019-11-28,transilien,N,['Répercussions des retards de TER ralentis en raison des conditions météo (rails glissants)  entre Le Mans et Rambouillet']
2019-11-28,transilien,P,
2019-11-28,transilien,R,"[""Répercussions de la panne d'un TER à Melun"", 'Gêne par plusieurs trains de marchandises circulant en retard']"
2019-11-28,transilien,U,
2019-11-28,transilien,T4,
2019-11-28,transilien,T11,"['Panne du système radio au Poste de gestion des circulations', ""Panne d'une rame""]"
2019-11-28,ter,Grand Est,
2019-11-28,ter,Nouvelle-Aquitaine,"['Inondations des voies à St-Loubès (33 TER impactés)', 'Panne de signalisation à St-André-de-Cubzac (9 TER impactés)']"
